003,0000002,16-01-2025,00001,01,
003,0000003,16-01-2025,00001,01,
003,0000005,16-01-2025,00001,01,
003,0000002,17-01-2025,00001,01,
003,0000003,17-01-2025,00001,01,
003,0000005,17-01-2025,00001,01,
003,0000002,18-01-2025,00001,01,
003,0000003,18-01-2025,00001,01,
003,0000005,18-01-2025,00001,01,
003,0000002,20-01-2025,00001,01,
003,0000003,20-01-2025,00001,01,
003,0000005,20-01-2025,00001,01,
003,0000002,21-01-2025,00001,01,
003,0000003,21-01-2025,00001,01,
003,0000005,21-01-2025,00001,01,
003,0000002,22-01-2025,00001,01,
003,0000003,22-01-2025,00001,01,
003,0000005,22-01-2025,00001,01,
003,0000002,23-01-2025,00001,01,
003,0000003,23-01-2025,00001,01,
003,0000005,23-01-2025,00001,01,
003,0000002,24-01-2025,00001,01,
003,0000003,24-01-2025,00001,01,
003,0000005,24-01-2025,00001,01,
003,0000002,25-01-2025,00001,01,
003,0000003,25-01-2025,00001,01,
003,0000005,25-01-2025,00001,01,
003,0000002,27-01-2025,00001,01,
003,0000003,27-01-2025,00001,01,
003,0000005,27-01-2025,00001,01,
003,0000002,28-01-2025,00001,01,
003,0000003,28-01-2025,00001,01,
003,0000005,28-01-2025,00001,01,
003,0000002,29-01-2025,00001,01,
003,0000003,29-01-2025,00001,01,
003,0000005,29-01-2025,00001,01,
003,0000003,30-01-2025,00001,01,
003,0000005,30-01-2025,00001,01,
003,0000002,31-01-2025,00001,01,
003,0000003,31-01-2025,00001,01,
003,0000005,31-01-2025,00001,01,
