003,0000257,01-03-2025,00001,01,
003,0184426,01-03-2025,00001,01,
003,0184773,01-03-2025,00001,01,
003,0185170,01-03-2025,00001,01,
003,0184426,03-03-2025,00001,01,
003,0184773,03-03-2025,00001,01,
003,0185170,03-03-2025,00001,01,
003,0184426,04-03-2025,00001,01,
003,0184773,04-03-2025,00001,01,
003,0185170,04-03-2025,00001,01,
003,0000218,05-03-2025,00001,01,
003,0184426,05-03-2025,00001,01,
003,0184773,05-03-2025,00001,01,
003,0185170,05-03-2025,00001,01,
003,0000257,06-03-2025,00001,01,
003,0184426,06-03-2025,00001,01,
003,0184773,06-03-2025,00001,01,
003,0185170,06-03-2025,00001,01,
003,0185448,06-03-2025,00001,01,
003,0000257,07-03-2025,00001,01,
003,0001684,07-03-2025,00001,01,
003,0001797,07-03-2025,00001,01,
003,0184426,07-03-2025,00001,01,
003,0184454,07-03-2025,00001,01,
003,0184482,07-03-2025,00001,01,
003,0184773,07-03-2025,00001,01,
003,0185170,07-03-2025,00001,01,
003,0185448,07-03-2025,00001,01,
003,0185853,07-03-2025,00001,01,
003,0000218,08-03-2025,00001,01,
003,0000257,08-03-2025,00001,01,
003,0001684,08-03-2025,00001,01,
003,0001797,08-03-2025,00001,01,
003,0184426,08-03-2025,00001,01,
003,0184454,08-03-2025,00001,01,
003,0184636,08-03-2025,00001,01,
003,0184773,08-03-2025,00001,01,
003,0185170,08-03-2025,00001,01,
003,0185448,08-03-2025,00001,01,
003,0185553,08-03-2025,00001,01,
003,0185853,08-03-2025,00001,01,
003,0000257,10-03-2025,00001,01,
003,0184426,10-03-2025,00001,01,
003,0184773,10-03-2025,00001,01,
003,0185170,10-03-2025,00001,01,
003,0184426,11-03-2025,00001,01,
003,0184773,11-03-2025,00001,01,
003,0185170,11-03-2025,00001,01,
003,0000257,12-03-2025,00001,01,
003,0001684,12-03-2025,00001,01,
003,0001797,12-03-2025,00001,01,
003,0184426,12-03-2025,00001,01,
003,0184454,12-03-2025,00001,01,
003,0184773,12-03-2025,00001,01,
003,0185170,12-03-2025,00001,01,
003,0185448,12-03-2025,00001,01,
003,0185853,12-03-2025,00001,01,
003,0000257,13-03-2025,00001,01,
003,0001684,13-03-2025,00001,01,
003,0001797,13-03-2025,00001,01,
003,0184426,13-03-2025,00001,01,
003,0184454,13-03-2025,00001,01,
003,0184773,13-03-2025,00001,01,
003,0184985,13-03-2025,00001,01,
003,0185170,13-03-2025,00001,01,
003,0185448,13-03-2025,00001,01,
003,0185853,13-03-2025,00001,01,
