003,0000002,02-01-2025,00001,01,
003,0000003,02-01-2025,00001,01,
003,0000005,02-01-2025,00001,01,
003,0000002,03-01-2025,00001,01,
003,0000003,03-01-2025,00001,01,
003,0000005,03-01-2025,00001,01,
003,0000002,04-01-2025,00001,01,
003,0000003,04-01-2025,00001,01,
003,0000005,04-01-2025,00001,01,
003,0000002,06-01-2025,00001,01,
003,0000003,06-01-2025,00001,01,
003,0000005,06-01-2025,00001,01,
003,0000002,07-01-2025,00001,01,
003,0000003,07-01-2025,00001,01,
003,0000005,07-01-2025,00001,01,
003,0000002,08-01-2025,00001,01,
003,0000003,08-01-2025,00001,01,
003,0000005,08-01-2025,00001,01,
003,0000005,09-01-2025,00001,01,
003,0000002,10-01-2025,00001,01,
003,0000003,10-01-2025,00001,01,
003,0000005,10-01-2025,00001,01,
003,0000002,11-01-2025,00001,01,
003,0000003,11-01-2025,00001,01,
003,0000005,11-01-2025,00001,01,
003,0000005,13-01-2025,00001,01,
003,0000005,14-01-2025,00001,01,
003,0000005,15-01-2025,00001,01,
