003,0000002,01-03-2025,00001,01,
003,0000005,01-03-2025,00001,01,
003,0000008,01-03-2025,00001,01,
003,0000002,03-03-2025,00001,01,
003,0000005,03-03-2025,00001,01,
003,0000008,03-03-2025,00001,01,
003,0000002,04-03-2025,00001,01,
003,0000005,04-03-2025,00001,01,
003,0000008,04-03-2025,00001,01,
003,0000002,05-03-2025,00001,01,
003,0000005,05-03-2025,00001,01,
003,0000008,05-03-2025,00001,01,
003,0000002,06-03-2025,00001,01,
003,0000005,06-03-2025,00001,01,
003,0000008,06-03-2025,00001,01,
003,0000002,07-03-2025,00001,01,
003,0000005,07-03-2025,00001,01,
003,0000008,07-03-2025,00001,01,
003,0000002,08-03-2025,00001,01,
003,0000005,08-03-2025,00001,01,
003,0000008,08-03-2025,00001,01,
003,0000002,10-03-2025,00001,01,
003,0000005,10-03-2025,00001,01,
003,0000008,10-03-2025,00001,01,
003,0000002,11-03-2025,00001,01,
003,0000005,11-03-2025,00001,01,
003,0000008,11-03-2025,00001,01,
003,0000002,12-03-2025,00001,01,
003,0000005,12-03-2025,00001,01,
003,0000008,12-03-2025,00001,01,
003,0000002,13-03-2025,00001,01,
003,0000005,13-03-2025,00001,01,
003,0000008,13-03-2025,00001,01,
003,0000002,14-03-2025,00001,01,
003,0000005,14-03-2025,00001,01,
003,0000008,14-03-2025,00001,01,
003,0000002,15-03-2025,00001,01,
003,0000005,15-03-2025,00001,01,
003,0000008,15-03-2025,00001,01,
